city,sum,latitude,longitude
Montrouge,3,48.8188544,2.3194375
Guelph,3,43.5460516,-80.2493276
Muang,3,14.9172997,105.9014994
Thimphu,3,27.4713546,89.6336729
Regensburg,3,49.0195333,12.0974869
Perak,3,4.812181,100.9797908
Korea,3,37.9528488,126.73311710879327
Socorro,3,34.0572858,-106.8930799
Leeds,3,53.7974185,-1.5437941
Northern Ireland,3,54.5859836,-6.9591554
WPI),3,42.274315,-71.80845674552586
Central Java,3,-7.3032412,110.0044145
København Ø,3,55.6867243,12.5700724
Pitsanulok,3,16.9779975,100.3848239
Saint Jean d'Illac,3,44.8101856,-0.7815257
Aarhus,3,56.1496278,10.2134046
Normal,3,40.5092961,-88.9843937
Hanover,2,52.3744779,9.7385532
Tempe,2,33.4255117,-111.940016
Springfield,2,39.7990175,-89.6439575
Auburn,2,32.6098566,-85.4807825
West-Lafayette,2,40.4258686,-86.9080655
Qingdao,2,36.0637967,120.3192081
Samutsakorn,2,,
Guangdong,2,23.1357694,113.1982688
Klagenfurt,2,46.623943,14.3075976
Phudthamonthon,2,,
Morgantown,2,39.6296809,-79.9559437
Stoke-on-Trent,2,53.0162014,-2.1812607
Manipal,2,13.3519723,74.7870308
Ancon,2,-11.69655375,-77.11165474769231
Dalian,2,39.740278,122.255833
Skejby,2,56.1985875,10.1819444
Ratchaburi,2,13.6317897,99.3558216
Nagarparkar,2,24.3579216,70.7551
Braga,2,41.5510583,-8.4280045
Pitsanulok Province,2,16.9779975,100.3848239
Delft,2,52.0114017,4.35839
Pessac,2,44.805615,-0.6308396
Kharkiv,2,49.9923181,36.2310146
Nakhon,2,13.7524938,100.4935089
Greifswald,2,54.095791,13.3815238
Genève,2,46.2017559,6.1466014
Middlesex,2,51.546055800000005,-0.2537791389340719
NakornPathom,2,,
Birkbeck,2,51.4034563,-0.0565394
Chang Hua,2,37.0613752,-80.7610198
Nakorn Ratchasima,2,14.884424500000002,101.90462924870856
North Ryde,2,-33.7975472,151.127306
Chum Phae,2,16.5400365,102.102223
Gyöngyös,2,47.7799838,19.9291176
Payathai,2,,
Fuzhou,2,26.0774954,119.2918215
Thanyaburi,2,14.0326433,100.77222580320392
Pierre-Bénite,2,45.7028321,4.8241323
Kurashiki,2,34.5850791,133.7719957
Gwangju,2,35.1594647,126.8515034
Khonkaen,2,14.9842285,105.8737565
Ubonratchathani,2,15.2363234,104.8637823
Karachi,2,24.8546842,67.0207055
Ehime,2,33.6013646,132.8185275
Elkins Park,2,40.0770553,-75.1268413
Baton Rouge,2,30.4494155,-91.1869659
Jerusalem,2,31.7788242,35.2257626
Khartoum,2,15.5635972,32.5349123
Roslin,2,55.8573199,-3.1645521
Cham Phak Pheo,2,,
Monterrey,2,25.6802019,-100.315258
Nishihara,2,26.227791,127.76054
"Tsukuba,Ibaraki",2,36.0833265,140.077279
Pokfulam,2,22.2613585,114.1368109
Puerto Rico,2,18.2247706,-66.4858295
Tampere,2,61.4980214,23.7603118
"Meguro-ku,",2,35.6412891,139.6983834
Sai Ying Pun,2,22.286121,114.1420862
Bachkofc,2,,
Rostock,2,54.0886707,12.1400211
Potsdam-Golm,2,52.4068318,12.9682671
València,2,39.4697065,-0.3763353
Riyadh,2,18.0107143,-15.955326
Newark,2,40.735657,-74.1723667
Manama,2,26.2235041,50.5822436
Incheon,2,37.456,126.7052
Duarte,2,34.1394513,-117.9772873
I-Roma,2,-17.7825952,-63.1670021
Granada,2,37.1734995,-3.5995337
Jakarta Pusat,2,-6.18233995,106.84287153600738
Pathumtani,2,,
Hatfield,2,51.7634675,-0.2258741
Higashi-Hiroshima,2,34.42683,132.741552
Metro Manila,2,14.5736108,121.0329706
Thailand,2,14.8971921,100.83273
Rolla,2,37.9509324,-91.7708076
Bydgoszcz,2,53.1219648,18.0002529
Villeurbanne Cedex,2,,
Lahore,2,31.5656822,74.3141829
Linköping,2,58.4098135,15.6245252
Ludwigshafen,2,49.4704113,8.4381568
Greenwood,2,37.8709542,-96.2471338
Hefei,2,31.8665676,117.281428
Ho Chi Minh city,2,10.7763897,106.7011391
Lexington,2,38.0464066,-84.4970393
Vellore,2,12.9021849,79.06110398623842
Lusaka,2,-15.4163395,28.2818414
Mexico,2,19.4326296,-99.1331785
Otto,2,42.356173,-78.8317
Tainan,2,22.9912348,120.184982
Eldoret,2,0.5198329,35.2715481
Penang,2,5.4065013,100.2559077
Kota Bharu,2,6.12584,102.2399785
Stuttgart,2,48.7784485,9.1800132
Bengkulu,2,-3.5186763,102.5359834
Alnarp,2,55.6576066,13.0834259
Reading,2,51.4564242,-0.9700664
Norfolk,2,52.666667,1.0
Regina,2,50.4479733,-104.6158764
Reims,2,49.2577886,4.031926
Tochigi,2,36.6782167,139.8096549
Humark,2,54.5787256614335,9.924395766398113
Quebec,2,53.78701075,-73.31569895762317
Washington DC,2,38.8950368,-77.0365427
Iquitos,2,-3.749365,-73.2444145
Chios,2,38.37581315,26.064655246170453
Tokushima,2,33.9196418,134.2509634
Omuta,2,33.047013,130.464155
Kota Kinabalu,2,5.9780066,116.0728988
Newcastle upon Tyne,2,54.9738474,-1.6131572
Poznań,2,52.4006632,16.91973259178088
Gaziantep,2,37.0628317,37.3792617
Prathumwan Bangkok,2,13.7375015,100.52063702182524
Sakai,2,34.5737364,135.4828866
New York City,2,40.7127281,-74.0060152
Kabupaten Belitung,2,-2.747504,107.649791
Tübingen,2,48.5203263,9.053596
Laxenburg,2,48.0686831,16.3561206
Kanpur,2,26.4609135,80.3217588
Hohhot,2,40.8400679,111.742171
Portsmouth,2,50.800031,-1.0906023
Andong,2,40.1237658,124.3821748
Nottingham,2,52.9534193,-1.1496461
San Luis Potosi,2,22.5000001,-100.4949145
Guwahati,2,26.1805978,91.753943
Thika,2,-1.036648,37.077523
Panama City,2,30.1586518,-85.6602936
Changsha,2,28.1450774,113.2384362
Pattani,2,6.6997443,101.3989917
Cheras,2,3.0991919,101.7374229
Irkutsk,2,52.2891225,104.279829
Columbia,2,4.099917,-72.9088133
I-Dublin,2,8.12623585,-13.204135237099365
Mesa,2,33.4151005,-111.831455
Garching b. Munchen,2,48.2513878,11.6509662
Antony,2,48.753554,2.2959423
Yogyakarta,2,-7.9778383999999996,110.36722565020224
Suratthani,2,9.4272962,99.9840826
Kure,2,34.2484488,132.5652498
Kowloon Tong,2,22.334635,114.177078
Ho Chi Minh,2,10.7763897,106.7011391
Gdansk,2,54.42880315,18.79832701217957
Damaturu Yobe State,2,,
Sungai Buloh,2,3.20626325,101.58184797581065
Saint-Genis-Laval,1,45.6950021,4.7928827
Tyler,1,32.3512601,-95.3010624
Odawara,1,35.2645301,139.152246
Magdeburg,1,52.1315889,11.6399609
Muang Tak,1,16.8768919,99.130861694739
Lodz,1,51.7687323,19.4569911
Bowling Green,1,36.9903199,-86.4436018
Shatin,1,22.3815527,114.1904697
Russia,1,64.6863136,97.7453061
Ladkrabang Bangkok,1,13.727350900000001,100.76590701152774
Brasov,1,45.6525105,25.6105654
Klongluang,1,14.02229915,100.61446373985318
Bethlehem,1,-1.45056,-48.4682453
Joondalup,1,-31.77955,115.76474475668536
Esch-sur-Alzette,1,49.4959628,5.9850306
North-Bangkok-Bangkok,1,39.31442587970679,-94.70110398303532
Pantai Dalam,1,3.0956311,101.67004877858767
Kitayushu City,1,,
Savannah,1,32.0790074,-81.0921335
19 Santiago,1,-32.934213838576184,-60.653665013326005
Bendigo,1,-36.7590183,144.2826718
Jhongli,1,24.96236115,121.21014621563418
Nadia,1,23.4847374,88.55670673333935
Leezen,1,53.662402,11.4985867
Hoddesdon,1,51.7616709,-0.0112898
Canberra,1,-35.2975906,149.1012676
Rzeszów,1,50.013064,22.016143457294312
Curitiba,1,-25.4295963,-49.2712724
Diepenbeek,1,50.9078485,5.4200307
Staffordshire,1,52.824694199999996,-2.0074546723348115
Phrasaeng,1,8.5706466,99.2457732
Sorbonne Paris Cité,1,48.8263407,2.3463455
Roseworthy,1,-34.5332267,138.7467051
Juba,1,4.8459246,31.5959173
Jíloviště,1,49.9275221,14.3427364
Orléans Cedex 2,1,,
Chonju,1,37.5686637,126.9759429
Iasi,1,47.1615598,27.5837814
Copenhagen Ø,1,55.6867243,12.5700724
Oakland,1,37.8044557,-122.271356
Pathum thani,1,14.048667,100.5640405
Muang Phayao,1,19.1666313,99.9019423
Frankfurt,1,50.1106444,8.6820917
Pulau Pinang,1,5.4065013,100.2559077
Taoyuan City,1,24.9929995,121.3010003
District Hoan Kiem,1,21.0281683,105.8511514
Greenbelt,1,38.9933654,-76.88333238304114
Prishtina,1,42.6638771,21.1640849
Santa-Maria,1,-29.6860512,-53.8069214
Naypyitaw,1,19.7540045,96.1344976
Leiria,1,39.7437902,-8.8071119
Melaka,1,2.3293744,102.2880962
Roi-Et,1,15.7486448,103.7013017
Rzeszow,1,50.013064,22.016143457294312
Basingstoke,1,51.262826,-1.0861976
Tegucigalpa,1,14.1057433,-87.2040052
Patna,1,25.6093239,85.1235252
Yufu,1,33.1800993,131.4269323
Nakon Pathom,1,13.8918425,100.0165659
Orange,1,33.750631,-117.8722311
Prathum Thani,1,,
Andhra Pradesh,1,15.9240905,80.1863809
Westmead,1,-33.8076498,150.9877265
Yilan,1,46.3208082,129.5650414
Ullevål,1,59.9413211,10.7373109
Gadong,1,2.7002289,101.8302876
Santo Domingo,1,18.4801972,-69.942111
Caracas,1,10.5060934,-66.9146008
Lucknow,1,26.8381,80.9346001
San-Luis-Potosi,1,22.5000001,-100.4949145
Harare,1,-17.8567035,31.0601584
Rio de Janeiro-RJ,1,-22.9110137,-43.2093727
Camden,1,39.9448402,-75.1198911
Berkley,1,41.9441774,-94.1137041
Al-Ain,1,24.2248697,55.7452211
Yokohama City,1,35.333283449999996,139.61792321729723
Ramat Gan,1,32.0686867,34.8246812
Macau,1,22.1757605,113.5514142
District 4,1,5.9048850999999996,-9.735370357014705
Blanes,1,41.6756178,2.7932391
Edgbaston,1,52.4709941,-1.9225861
Johnson City,1,36.3134398,-82.3534728
St Lucia,1,13.8250489,-60.975036
Phuentsholing,1,26.8639605,89.3837363
Xian,1,38.1904931,116.1191021
Malaga,1,36.7213028,-4.4216366
Aurora,1,41.7571701,-88.3147539
San Pedro Sula,1,15.5062156,-88.0248937
Pan-Chiao,1,37.4915493,111.0946898
Pretoria,1,-25.7459277,28.1879101
Baja-California,1,30.0338923,-115.1425107
Sunspot,1,32.7892103,-105.81857
Songkhla Province,1,6.8790221,100.5498542
Huddinge,1,59.216667,18.0
Hainan Sheng,1,19.2000001,109.5999999
Myanmar,1,17.1750495,95.9999652
Nizhniy Novgorod,1,56.3264816,44.0051395
St. Lucia,1,13.8250489,-60.975036
Cebu,1,10.47,123.83
Edegem,1,51.1548066,4.4458312
Harbin,1,45.7593633,126.6276177
KhonKaen,1,14.9842285,105.8737565
Boxmeer,1,51.6486483,5.9450972
Leicester,1,52.6362,-1.1331969
Ahmedabad,1,23.0215374,72.5800568
Zaragoza,1,41.6521342,-0.8809428
Ningbo,1,29.8622194,121.6203873
Black Mountain,1,43.6065985,-73.5311521
The Parade Cardiff,1,51.508917530249036,-3.2306963567585436
São José dos Campos,1,-23.1867782,-45.8854538
Slim River,1,3.8268296,101.4022678
Kortenberg,1,50.895358099999996,4.565683393303372
Gland,1,49.0488889,3.4630556
Düsseldorf,1,51.2254018,6.7763137
Taiyuan Shanxi,1,37.870009,112.5452739
Kuala Terengganu,1,5.3296461,103.1383265
Mason,1,30.705029,-99.2233284
Evansville,1,37.970495,-87.5715641
Charlestown,1,42.3778749,-71.0619957
Wonju,1,37.3420996,127.9197603
Nakornratchasima,1,,
Biopolis,1,1.3032643,103.79259033521095
Venice,1,45.4371908,12.3345898
Zabol,1,32.3068942,67.129904
Kantarawichai,1,,
S-Gothenburg,1,57.7473334,12.03069907676879
Dwingeloo,1,52.8333073,6.3669053
Lausanne,1,46.5218269,6.6327025
Shenyang,1,41.8026095,123.4279105
Milwaukee,1,43.0386475,-87.9090751
Fargo,1,46.877229,-96.789821
Hokkaido Prefecture,1,43.4519831,142.8197834
Bartlesville,1,36.7421089,-95.9528877
Mogadishu,1,2.0349312,45.3419183
Roche sur Yon,1,46.6705431,-1.4269698
Hobart,1,-42.8825088,147.3281233
Trat,1,12.2593544,102.4268871
Noida,1,28.5706333,77.3272147
Maisons-Alfort,1,48.8012045,2.4309703
Shijiiazhuang,1,,
Semarang,1,-6.9903988,110.4229104
Hong Kong SAR,1,22.350627,114.1849161
Fernando de la Mora,1,-25.3281673,-57.5521492
Oldenburg,1,53.1389753,8.2146017
Hochiminh City,1,10.7238881,106.73130505822276
Shaanxi,1,35.5895959,109.3013107
Iloilo,1,10.9522168,122.5799456
Amphur Klongluang,1,,
Bad Oeynhausen,1,52.2014399,8.7981244
Kamphaeng Saen,1,14.0026158,99.990904
Tampa,1,27.9477595,-82.458444
Nam Dinh,1,20.2686476,106.2289075
Porrentruy,1,47.4171297,7.0761342
Daito,1,34.7120151,135.6235341
Grand Junction,1,39.0672568,-108.56448
Samut Prakan,1,13.6531651,100.8182578
Ha Noi City,1,21.0283334,105.854041
Bremen,1,53.0758196,8.8071646
Malvern,1,52.1159559,-2.3258985
Lalitpur,1,24.6999688,78.51861997577222
Sfax,1,34.7394361,10.7604024
Marañón,1,42.628671,-2.4391688
Don Kaeo Mae Rim Chiang Mai,1,18.8933894,98.9540905
Trzebnica,1,51.3096424,17.062596
Framingham,1,42.2773177,-71.4165905
Depok,1,-6.40719,106.8158371
Lviv,1,49.841952,24.0315921
Viseu,1,40.6574713,-7.9138664
Kassel,1,51.3157833,9.4978479
Nakon Si Thammarat,1,8.6772337,99.7309635
Prathumthani,1,,
Aspendale,1,-38.0272365,145.1021263
Terni,1,42.6539486,12.439652829139407
Hat Yai Songkhla,1,7.0074644,100.4689889
Uji,1,39.994311999999994,-0.07139616293945164
Onna-son,1,26.493888,127.865372
Chiba Kashiwa,1,35.8676218,139.9756876
Ube,1,33.9518498,131.2472243
Mtubatuba,1,-28.415707,32.1884598
Ultimo,1,46.512090549999996,10.899735392353554
Cedex,1,40.39313425,-3.7045879222384084
Can Tho,1,10.0364634,105.7875821
Santiago de Chile,1,-33.4377756,-70.6504502
Sri Racha,1,12.970504,77.6449169
Nakagami,1,26.40293425,127.67380814421989
Guiyang,1,26.6499922,106.6246178
Chonnan,1,,
Bandar Sunway,1,3.0713838,101.6089714
Yobe State,1,11.852160666848366,13.059601277479349
Miyazaki,1,32.097681,131.294542
Rio Grande do Sul,1,-29.8425284,-53.7680577
Phranakhon Si Ayutthaya,1,14.3458027,100.56432131284333
Mie,1,34.7339685,136.5154489
Wangdue Phodrang,1,27.4883053,89.9006295
St-Petersburg,1,59.9606739,30.1586551
Cochabamba,1,-17.401245799999998,-66.16756808852
Sesto Fiorentino (Firenze),1,43.831721,11.1992239
Xiemen,1,,
Ft. Lauderdale,1,26.1223084,-80.1433786
Noordwijk,1,52.2410856,4.4461969
Nakhonnayok,1,,
Cluj Napoca,1,46.769379,23.5899542
Reno,1,39.5261206,-119.8126581
Mikata,1,35.5557398,135.9093925
Ribeirão Preto,1,-21.1776315,-47.8100983
Garching bei München,1,48.2513878,11.6509662
Swiftwater,1,41.0953683,-75.3249054
Beirut,1,33.88922645,35.50255852895232
Loma Linda,1,34.0537971,-117.2610925
Cheongwon-gun,1,35.31230050459413,129.2353548444568
Hasselt,1,50.9303735,5.3378043
Bordeaux,1,44.841225,-0.5800364
Raritan,1,40.6958732,-90.8273591
Mueang,1,13.2684945,100.9676152
Sao Joao del Rei,1,-21.1335755,-44.2588086
Ontario,1,49.24325145,-87.16237136047111
Sakon‐Nakhon,1,17.1904453,103.9730898
Nablus,1,32.2205316,35.2569374
Little Rock,1,34.7465071,-92.2896267
Kawagoe,1,35.9251145,139.4856927
Apodaca,1,25.7871006,-100.18507694543185
Canterbury,1,51.2800275,1.0802533
Meldola,1,44.1267212,12.0611527
Higashihiroshima,1,34.42683,132.741552
Tsuruoka,1,38.7272187,139.8266292
Hershey,1,40.2854881,-76.6506001
Beni Suef,1,28.83826875,30.854476821535407
Cali,1,3.4519988,-76.5325259
Miyagi,1,38.3880155,140.9761025
Balboa Ancon,1,8.9495435,-79.5529019
Srisaket,1,15.156463625848124,104.32431067467529
Tlalpan,1,19.2880603,-99.1669733
Muang Samut Sakhon,1,13.457904204768745,100.07218580954472
Besançon,1,47.2380222,6.0243622
Maastricht,1,50.8512438,5.6909768
Lembah Pantai,1,3.101597,101.6688966
Seri Iskander,1,,
BangKapi Bangkok,1,13.7650322,100.6473896
Madurai,1,9.9261153,78.1140983
Nis,1,37.466746900000004,127.07367801872323
New Territories,1,22.4300716,114.0724197
Dusit,1,14.54847015,121.02615697985287
High Wycombe,1,51.6317449,-0.75596
Southeast Sulawesi,1,-3.5491199,121.7279646
Rajinder Nagar,1,28.6357855,77.1841395
Menglembu,1,4.5703949,101.0412509
Samut Sakhon,1,13.5708192,100.2585874
L'Aquila,1,42.1368853,13.610341022538911
San Juan,1,18.384239049999998,-66.05343997364733
Ikoma,1,34.6915267,135.6961681
Timisoara,1,45.7538355,21.2257474
Milton Keynes,1,52.0406502,-0.7594092
Fribourg,1,46.6789116,7.1027113
Valparaiso,1,41.4672552,-87.0604487
Bellinzona,1,46.1920538,9.0205888
North Shields,1,55.0087655,-1.4471035
ChonBuri,1,13.1857117,101.1210777
Klong luang,1,14.08220345,100.61292424999999
Bad Salzuflen,1,52.0771518,8.7554739
Wageningen,1,51.9685817,5.668298061827958
Nakornratchasrima,1,,
Changhua City,1,24.0807667,120.5423
Leuven-Kortenberg,1,50.895358099999996,4.565683393303372
Donetsk,1,48.0158753,37.8013407
Kubang Kerian Kelantan,1,6.0940366,102.2845137
Tours,1,47.3900474,0.6889268
Changchun,1,43.8844201,125.3180998
Chigasaki,1,35.329479,139.405371
East Java,1,-7.6977397,112.4914199
Kansas City,1,39.100105,-94.5781416
Mossoró,1,-5.1904332,-37.3443872
Sasso Marconi,1,44.3996319,11.247554
Beckenham,1,51.4070938,-0.0303183
Nan,1,46.3144754,11.0480288
Tjele,1,56.5120126,9.6099502
Maputo,1,-25.966213,32.56745
Tocha,1,40.3135671,-8.7522209
Haikou,1,20.0462328,110.1956502
Abu Dhabi,1,24.4538352,54.3774014
Eskisehir,1,39.7743941,30.519116
Riyyad,1,,
Warszawa,1,52.2337172,21.071432235636493
Naka,1,35.1693921,136.9008748
Collegeville,1,40.1856597,-75.451571
Auckland Park,1,54.653804,-1.6519911
Windsor,1,42.2858536,-82.9780695
St Petersburg,1,59.9606739,30.1586551
Billerica,1,42.5584264,-71.268947
Essen,1,51.4582235,7.0158171
Morristown,1,40.7970382,-74.4809868
S. Maria di Galeria,1,42.0222516,12.317265
Maiduguri,1,11.8395375,13.1536214
Varna,1,43.2052135,27.860202452255194
Westford,1,42.5792583,-71.4378411
Zlin,1,49.226766,17.6667415
Cherbourg-Octeville,1,49.6343543,-1.6285770868661507
Cosnes et Romain,1,49.5187211,5.7125127
Higashi-hiroshima,1,34.42683,132.741552
Copenhagen K,1,55.69702825,12.571254900000007
Jena,1,50.9281717,11.5879359
Nakorn Nayok,1,,
Oak Ridge,1,36.0103562,-84.2696449
Moscow Region,1,10.43273225,45.01048070516942
Villejuif,1,48.7921098,2.3633048
Mansoura,1,36.10035435,4.471575073452465
Orema,1,-24.8250905,-49.7523857
Ladkrabang,1,13.727350900000001,100.76590701152774
Suphanburi,1,14.6777,100.0350785
Accra,1,5.5571096,-0.2012376
Scotland and London,1,51.51353975,-0.11179404401134206
Balaguères,1,42.9562169,1.0386531
Tacoma,1,47.2455013,-122.438329
Nairobi,1,-1.2832533,36.8172449
Gdynia,1,54.5164982,18.5402738
Wroclaw,1,51.1089776,17.0326689
Bandung,1,-6.9215529,107.6110212
Tungkru Bangkok,1,,
Valencia,1,39.4697065,-0.3763353
Jacksonville,1,30.3321838,-81.655651
Corvallis,1,44.5645659,-123.2620435
Koto,1,35.6727747,139.8169621
Pittsanulok,1,,
Sagamihara,1,35.5714621,139.3731052
RJ,1,-22.2752762,-42.419415
Nakhon Nayok,1,14.1494474,101.2177459
Gangneung,1,37.7525313,128.8759523
Ann Town,1,43.414276,-73.487892
Laramie,1,41.3116442,-105.5917876
Champaign,1,40.1164841,-88.2430932
New London,1,41.3556187,-72.0997804
Dubai,1,25.2653471,55.2924914
Nakhonsrithammarat,1,,
Harrogate,1,53.9921491,-1.5391039
Townsville,1,-19.2569391,146.8239537
Fairfax,1,38.8462236,-77.3063733
Sevilla,1,37.3886303,-5.9953403
Wuhu Anhui,1,31.1800568,118.2141777
Global City,1,36.21518745,44.13330442052406
Jalisco,1,20.3333331,-103.6666671
Orleans,1,47.9027336,1.9086066
Kuching,1,1.5597561,110.345397
Queensland,1,-22.1646782,144.5844903
Hermagor,1,46.7046314,14.146153399999996
Patumthani,1,,
Research Triangle Park,1,35.8923773,-78.86588989367681
Loudonville,1,40.6355985,-82.2334461
Jiangxi Province,1,28.6456256,115.8563692
IkejiArakeji,1,,
Baguio,1,16.4119905,120.5933719
Marseilles,1,41.3308666,-88.7081293
Gorleston,1,52.5778559,1.7273353
Bangkruai Nonthaburee,1,,
St Paul,1,44.9497487,-93.0931028
Addis Ababa,1,9.0358287,38.7524127
Syracuse,1,43.0481221,-76.1474244
Hikone,1,35.2744066,136.2596539
Havana,1,23.135305,-82.3589631
Maharashtra,1,18.9068356,75.6741579
Skudai,1,1.5369721,103.662103
Narita,1,35.7767683,140.3183376
Gouveia,1,-18.4545728,-43.7415904
Makati,1,14.5567949,121.0211226
Pahang,1,3.6168822,102.5994547
Orlando,1,28.5421109,-81.3790304
Gyeongsang,1,36.5754,128.5058
los angeles,1,34.0536909,-118.242766
Leoben,1,47.3805128,15.0947756
Balboa,1,42.7062532,-6.9228651
Kubang Kerian,1,6.0940366,102.2845137
Changhua,1,24.0755667,120.5444667
Kalasin,1,16.5912597,103.6525467
Belitung,1,-2.88428125,107.6631595873786
Ikoma-city,1,34.67737115,135.70681144629694
Bath,1,51.3813864,-2.3596963
Yvoir,1,50.3260425,4.877815
Bangsue. Bangkok,1,13.8062312,100.53281074723111
AF,1,33.7680065,66.2385139
Mountain View,1,37.3893889,-122.0832101
Adliya,1,26.2138794,50.58616577253514
Bangi Selangor,1,2.9039611499999998,101.78608891062538
Nakorn Si Thammarat,1,8.415357602609019,99.98058535368865
Benin City,1,6.3330586,5.6221058
Saint-Hyacinthe,1,45.627484,-72.940636
Krung Thep Maha Nakhon,1,13.7524938,100.4935089
Wanju,1,35.9039,127.1622
Denver,1,39.7392364,-104.984862
Fort Wayne,1,41.0799898,-85.1386015
Erzurum,1,39.90632,41.2727715
Poznan,1,52.4082663,16.9335199
lasi,1,54.211937,27.10051
Uchinada,1,36.6628934,136.6549747
Roorkee,1,29.8693496,77.8902124
Szeged,1,46.2546312,20.1486016
