,word,coefficient
8528,haemorrhage,631.3719586024397
18018,separates,630.0973777855936
14881,pharmacopoeia,630.0647218615899
12556,monographs,630.0647218615899
15473,polyherbal,630.0387838882602
14796,persistently,629.736525423964
11188,literary,627.5021464344444
5911,downtime,627.4134335323631
4897,daratumumab,624.9938769435348
18275,silage,624.60782691899
4582,crossover,624.1524079666735
13044,nanopowders,623.7039214289157
12131,microbleeds,621.7258958824751
7490,flap,621.4215338772907
16985,remedy,621.0727652174
1990,beverages,621.013713948408
7501,flavin,620.7331173904339
4845,cytometry,619.6813144391432
5392,diagenetic,618.6362371826079
19362,superintegrable,616.882228892344
8514,haematological,615.7598504587015
11426,mackerel,614.823923624883
2683,caesarean,614.4380506684311
268,adductor,612.8371855044595
2014,bifactorial,609.3797509022569
12120,microbially,607.0282327808651
4000,compressible,605.4659972157872
11032,libraries,604.5225748871095
19356,superheated,603.6695110584902
21155,vegetative,602.1684250460506
15908,prime,601.5344533930131
12187,microparticles,601.2764693211819
11653,mapk,601.0712365897342
6382,embryological,600.9970755926215
11522,makiang,600.5788523457686
304,adipose,600.031389886437
967,antennas,600.0184164504806
1477,atpase,598.9289012241991
3868,comments,595.5451755249017
5995,dubliniensis,593.5991991047291
1596,autograft,593.4439719509747
20179,toll,592.995572344921
16360,putida,587.9501350286278
14979,photoautotrophic,585.7910890421584
9946,integrons,585.3393608015083
16307,pulps,584.4751459609702
18197,shops,583.2702271822341
16650,rawalpindi,583.2702271822341
1006,anticonjugation,582.8396541415713
18696,spherically,582.2199662278708
9203,hydroxyxanthone,579.9965308191643
11240,localities,579.5663961622357
14445,parmotrematis,579.4529092563091
17430,rolled,578.4010499729769
19297,sulfonamide,577.2343153201356
10727,lacticaseibacilli,576.6924250830207
15478,polyhydroxyalkanoates,576.4690032891068
293,adhesively,576.340591589661
14544,paul,575.3853986645779
8291,goats,574.4902805349768
6363,embankments,572.0507668000588
13233,nervosum,571.8435004901776
5869,donut,571.2689463209316
7662,forcing,571.0278508130029
2577,buccal,569.8598879848918
6324,elevates,566.9739434023504
14833,petri,566.430666613656
13134,navigated,564.870856552267
5987,dsrna,560.4990085483724
5396,diagnosing,560.3736919007282
11493,magnifying,559.3490469450641
21433,walk,559.3213001909808
19360,superhydrophilic,558.102844388587
6109,eccentric,557.7224833561592
3134,centella,556.8056911264218
9078,humidity,556.6847697478763
3011,catalysis,556.0058816669654
15085,physicochemical,555.2980107755716
12180,microneedle,554.3636014194076
20031,thoracic,553.7205015480077
20528,trichosporonales,551.5172884590345
12142,microcosms,551.1446001308301
6865,eurodollar,549.4975857298698
5892,dosimeters,546.3045853038926
13126,nature,545.5549807934347
10347,item,544.8495194619297
12220,microstrip,544.73799085283
361,adulteration,544.0243015309624
2483,breaking,543.7171600243573
2394,borosilicate,543.3247294060943
15269,plasmacytoid,543.2162655819922
1835,batatasin,542.9728814748189
20851,unexpected,542.4486272706182
20182,tomato,541.999265273991
25,abj,541.2047089109517
21120,varieties,540.9429478590099
1634,averaging,540.009331720543
19157,subepicardial,539.0697966345087
19469,survivorship,538.8413117615737
10742,lactulose,538.7642961361244
13331,neutralization,537.4614315442692
1774,bankart,536.8181231227019
8607,hardening,536.3343383765488
10103,intracanal,535.8193528501936
6935,exceptional,535.5972900013423
9954,intense,534.5087832577511
18342,singular,534.021670103375
2614,buns,533.8869932387054
13761,oedogonium,533.1713599988913
18010,sentiments,532.4040898481634
10463,kaempferia,531.5096825512614
2230,birnavirus,530.6211249277579
17725,scabra,529.1777753625715
11488,magnetophoretic,526.2587766399943
19842,termination,524.7320936025418
10193,inverter,523.7920421048515
6502,endomicroscopy,522.9313456567207
11297,loose,522.4824750459001
7796,frontier,521.8792044065809
3977,component,521.3105723801193
13948,orbitopathy,521.0223172694463
17378,rinsing,520.0462024913836
16843,reflected,519.8248379041645
7888,fuzzifications,514.1510928828369
9223,hypercoagulable,514.137065511193
2846,captivating,512.1624337335661
15126,pickup,511.24374274651996
11296,loops,510.241604690152
2346,bold,509.9744426233152
16776,recovers,509.9744426233152
14430,parietal,509.9744426233152
15598,portal,509.2503024823056
17533,russelii,508.7226930102614
10136,intraoral,508.2530533985967
19368,supermarkets,508.24230204012076
4079,confer,508.113467442237
17733,scalar,507.48907884454417
4770,cyclists,506.13390952058006
12999,nanoencapsulation,506.0224037691101
2671,cach,504.1260068551075
18945,stereo,504.0418940658336
6737,erk,504.0210148558837
14662,pentanucleotide,503.13300374426575
1969,berry,501.1036787749515
1184,aquaponics,499.0438808021573
12427,mobilities,498.95933846798295
128,acetylation,498.7570596327422
11165,liposomal,498.72656303831513
3291,chelate,497.8626594552155
354,adsorptions,497.3519516544111
8624,harveyi,496.7444878715605
9306,hypotension,494.3283989231564
16564,radish,494.1289163926563
13191,neoformans,493.4490940882003
7068,expressions,492.4418069022571
12263,milieu,492.428929784662
12137,microcavity,492.1948270596808
5294,desktop,491.7354097074537
14828,petal,490.7791628231699
12869,myalgic,490.3345754236269
10827,latency,490.03236991806216
341,adopters,489.5426157652865
4263,contradictory,489.07535725963885
9831,injected,488.85512749623916
6449,enantiomeric,488.7662481935091
3110,celiac,486.4349036335961
8765,hepatobiliary,486.4349036335961
4243,continuing,486.21494114419687
1610,automotive,485.3574437489339
1631,avenues,484.33719802580634
16112,proposition,484.17784029887207
11708,mask,484.10864632719205
10276,island,483.8912730546777
788,ana,483.5466464690929
13801,oleaginous,483.318299490085
7848,functionally,482.89083123298224
7920,galaxies,481.3531433531616
10426,journalistic,480.96874389101583
18964,stifles,480.5715502681438
5263,desaturation,480.25678606754656
21381,volcano,479.48100403710237
19652,tale,479.1735528023376
4168,consolidation,478.9774593296238
276,adenomatous,478.44540985899823
8119,germany,478.0074178162261
9858,inoculum,477.99142899662303
17987,sense,474.6011702512592
774,amplifier,474.39442227360877
7429,fimr,474.028464448356
16203,proxy,473.2211288676519
9077,humidifying,472.72865236510984
1748,bamboo,472.39174944966487
19744,tear,471.52032617185546
18786,sprint,470.4309497189191
20965,upregulating,470.31795826691905
18694,spheres,469.0117823355978
15920,principle,467.99342162483015
16662,reactant,467.8015364805272
21380,volcanic,467.02666954481435
2155,biomimicry,466.3777821166087
601,allelopathic,466.09605753726925
4041,concerted,465.46309866740853
9577,inadequacy,465.37845383195145
10443,jump,465.33788984536744
18501,socp,465.06649359665903
11376,luting,463.8964572214383
4139,connections,463.82684979760387
19905,texture,463.0282890375816
3336,chihuahua,462.90035835916876
10934,leiomyomata,462.6849171431848
2814,canteens,462.07468239950646
8089,geographic,461.9843194901142
17303,rhesus,461.85670360754926
11710,masking,460.6615524140523
21000,urticaria,459.2014554895977
18844,staging,459.02970392791275
3021,catastrophic,458.99065913428433
3284,checklist,458.6431588154256
12917,myotonia,456.9269180294997
16579,rainstorm,455.13176602744414
5549,dimethylarginine,452.6387288223998
3747,cognitively,452.3415145781018
5728,disrupting,451.3482995937511
6279,electrokinetic,451.248072571746
3125,cements,449.88727591115804
14263,painless,448.3892183235225
3598,client,448.2213774942609
1908,beijing,447.05216485062425
15731,preadipocytes,446.6311133715136
18401,skull,446.1736161953056
13573,north,446.0979430117
3200,cftr,445.9934902782049
17603,salicylidene,445.5868976868133
14032,orthopaedics,445.31388607671335
1998,bias,444.95442552382684
2045,bineurus,444.59658068455207
10583,kidding,444.4130273264595
11567,malondialdehyde,443.8124700604269
5472,diets,443.7876184516061
17335,rhythm,442.8228249428932
4149,consensus,441.53659555666616
16362,puzzle,441.285419864538
8213,glomerulosclerosis,441.17014977002987
1454,atenolol,441.12760995947315
11369,lupulina,440.78970068291096
18724,spinosisporus,440.78970068291096
1796,barleria,440.78970068291096
4804,cylindrosporus,440.78970068291096
17931,sekong,440.5557628458462
20157,tocilizumab,439.0055033502997
16142,protect,438.8279920279912
1053,antioxidative,438.39381692676506
2896,carcass,438.3479009391975
20673,tunnels,438.28584254358174
5374,dextran,437.2134401753762
5191,dentistry,436.9027319467925
5237,depthwise,436.20633031612954
2094,bioelectronics,436.1682361349812
8328,gpu,434.9839822311441
6958,executives,434.7975689095269
39,abrogation,434.29230596253007
3216,chalcones,433.95995731363865
534,alba,433.93452227049636
13383,nigella,433.5401401123002
14510,patented,433.4409351352899
5023,decreasing,431.48738172207703
12424,mnemonic,430.7536993117196
2468,brassica,429.9629520284641
5177,densities,429.87591230322107
8864,higgs,429.81630801223935
10725,lactation,428.9728354377232
10758,lam,428.3144150584041
13523,nonpassivated,428.2857731962595
20083,tialcrn,428.20497717865663
16839,refining,427.48367794696287
16506,quintic,427.32268528716895
15389,polarization,427.31106176449225
1893,beer,426.8840668087031
19838,terephthalic,426.4919000073054
5703,dispatchable,426.34370615074954
3982,composed,425.1636325859798
19745,tears,424.94271194286694
16304,pulpal,424.73895438118655
3795,college,424.7335054927167
644,alongside,424.5055085021967
10212,involves,423.4459711316088
13516,nonmetals,422.7226073687307
9069,humanities,422.4622892347666
20228,torticollis,421.0545903305847
11303,lordosis,420.3568245041069
455,aggregates,420.1665472319019
12425,mo,418.8387998766907
12559,monolayers,418.8387998766907
7335,fermion,418.4913554886895
8602,harbor,418.14316638872845
17824,scorodite,418.11881706660915
17453,rosenbergii,417.670493524569
12943,naive,417.6606553305707
4415,cors,417.43560072858975
5248,dermatan,417.35772256689654
12713,mucositis,415.7424165534229
10933,leiomyomas,415.49696251028104
15697,pp,415.1421432811537
4557,criterion,414.74823603116204
112,acellular,413.696555950516
18658,spectabilis,413.3115067450727
4882,damper,412.88893285136623
8920,historic,412.5936876034555
4070,conduction,412.5499412174385
12673,moving,412.21937863920493
16695,reared,412.2019020698567
19388,supersymmetry,411.2369998245256
1636,avian,411.0622770120127
17759,scavenging,410.8726583956303
3457,chronological,410.746522633021
5622,discectomy,410.7189445880868
13392,niloticus,410.4296167285509
18527,solidification,410.42776727987626
11059,lifshitz,410.24019675129273
11458,macular,409.70863338508707
13537,nonsurgical,409.52684739510056
20072,thyme,409.34311498527313
14369,paradigm,408.8388460529135
4814,cypress,407.9303763549676
5166,denervation,407.599349368798
21371,void,407.3400547834336
9855,inoculant,407.3103823729155
2710,calcite,407.28113885916764
16405,pyrrole,406.67579701487557
10549,ketorolac,406.49662121818045
319,adk,406.34211000920675
3711,cocktail,405.22443568744586
13282,neurologic,403.920424732316
18493,sociodemographic,403.3273117498665
8588,hanging,403.31751664813737
2649,button,403.1094566737692
18129,shadows,402.8500015740493
1766,bangkokensis,402.2402303329812
20361,transfersomes,402.11665414104283
7164,facets,402.0481795165349
18160,sheared,401.1352079300582
13666,nw,401.1352079300582
2056,bioadsorbent,400.9255079335597
19925,thakhek,400.7674203876203
10935,leiomyosarcoma,400.7462996948337
1645,avulsion,400.7402688484671
1017,antidiuretic,400.73848428992903
2912,cardiogenic,400.12614588709374
11696,marriages,399.5003540741449
15471,polygyny,399.5003540741449
11359,luminescence,399.32771350226443
15641,postharvest,398.4591767672603
12519,monetary,397.9556450552468
13428,nitrosation,397.83091719728725
15312,plecoglossicida,397.8254938808438
7291,feces,397.28542348399276
2821,capable,395.6364961249189
14847,pfu,395.3160883878258
11605,mangiferin,394.52355403040946
10815,larvicidal,394.5224820778038
7614,foaming,394.4516444118
4235,contextualizing,394.02100117521803
4835,cytokeratin,393.8587016764904
19190,submucosal,393.69622796167226
19812,tendinopathy,393.30476089012177
16678,reagent,392.14887880657653
9279,hypochlorite,391.92256264241996
3309,chemometrics,391.56121205852423
20973,uranium,390.8031801439328
5773,distributions,390.4516930410098
2211,biotic,390.1102824239386
16098,prophylactic,389.907890942245
1386,assamese,389.90377935582376
2073,biochemistry,389.5966899390701
17423,rodents,389.0197928859728
21699,xayaboury,388.291290794233
21857,zwitterionic,388.1000324978828
2931,caregiver,387.28207540902537
3199,cft,387.1918797309867
14919,phenylenediamines,387.0018711227735
113,acemannan,386.36014029760804
10056,interpret,386.0903155915966
6992,exopolysaccharides,385.6556643073061
593,alkyl,385.00455982158485
5566,diol,384.98993746581453
6706,equine,384.7691743046697
19634,tails,384.73922067349207
20420,transparent,384.217718359134
15039,photovoltaics,384.1759139028087
4754,cyberbullying,384.06614984639697
15362,pneumovirus,383.82052889940417
17676,sarcoma,383.63265177825195
11174,liquids,382.6461673146005
7702,formulating,382.563105323975
42,abscess,382.5617188156006
15805,preindustrial,382.4383491251355
1087,aortic,382.2994683724283
7625,foetidiflora,381.9858085286101
14175,owl,381.4690281231495
1881,bearing,380.74863060977026
15222,pixels,380.6558821963286
14355,papua,380.5978505640268
10031,intermodulation,380.569565815642
11991,metallic,380.4804816320319
5297,desolvation,379.92602552392293
10419,jordan,379.09036799516554
3649,clove,378.4463260667781
8249,glycation,378.33123612968154
12154,microencapsulation,378.32420897337903
8000,gauge,378.27301818309934
6211,eigenvalue,378.2544018442243
19201,subsets,377.9015191500374
8853,hfct,377.5731132084721
21272,vignette,377.4661368402443
2893,carboxymethylated,376.94049056026915
8004,gauze,376.94049056026915
574,alignment,376.5315947135601
9032,housed,376.10647485434265
15632,postdilution,375.9331985090092
3944,compensatory,375.6904201422375
3146,centrifugation,375.41500758516935
21797,zapota,375.2941667907907
14952,phonons,375.14824688638225
4678,cultured,374.62562997391905
18035,sequences,374.56009580739817
3319,chemotherapeutic,374.39629692850673
2012,biem,374.2311473443205
5284,designed,373.9497102105349
1567,austenitic,373.929351755448
2205,biosynthetic,373.82506823967657
9410,imagination,373.5197839131043
6224,el,373.41978967027785
11519,make,373.04566941678513
14663,pentasaccharide,372.85858198827134
18726,spiral,372.806256748315
11819,mechanothermal,372.5498215088346
16378,pyometra,372.5139529392281
5841,dogmas,372.17554900229567
2588,buffalo,371.18398396646955
6102,ebf,370.9392338654589
12591,monteilii,370.88484427754014
15077,phylogroups,370.4686636820796
10962,leptin,370.3441445239497
19868,testis,369.76573090494435
12158,microextraction,368.96976799561946
11973,metabolome,368.3936583872861
16437,quadruple,368.1061781582895
19398,supplemented,367.72528641499935
5306,destiny,367.71184000786394
5200,deoxycholate,366.6967329922254
12429,mobilization,366.3652568668281
4626,cryptorchidism,366.1537176724312
1266,aroma,364.9606176160009
14438,parkinson,364.8602938802837
9848,innervated,364.781079774948
10067,interrelations,364.6292793020965
17225,retraction,364.5120240568299
7170,facilitates,364.4416843803614
11622,manilkara,364.25547483142276
11264,lod,363.4673056856963
11300,loq,363.4673056856963
18047,serialization,363.45917526104495
12912,myopathy,363.2611979075954
13878,opening,362.1912027784433
17929,seizure,361.9677602167288
13969,organellar,361.9115135625928
3392,chlorophyte,361.9115135625928
17116,residual,361.7967804572401
20484,tree,360.998070599981
8630,hatchery,360.694263445238
8231,glue,360.32708507152074
20065,thrust,360.12663460605665
13927,optimism,359.9623019139488
3630,clonality,359.4959429407096
10937,leishmaniasis,359.36800430651465
1464,atmosphere,359.22853530916586
20531,trickle,358.78074699038643
14238,packed,358.67268820312165
1549,auguste,358.100927438734
12016,metastable,357.9983107983037
10760,lamellar,357.9983107983037
2264,bla,357.70095356854904
14717,pericardial,357.6941092290663
16640,rationale,357.68291199392195
3816,colonization,357.61328858857456
15827,preoperative,357.57586775089464
10938,leishmaniinae,356.8239247361496
3734,coexistence,356.5314366327826
8240,glutaric,356.37619809942373
7418,fillets,356.3482725816171
7568,fluency,355.7152200251997
8284,gneiss,355.1381549566602
19084,strikes,354.49563051228995
7399,fields,354.3174576987343
5688,disks,352.89180411031793
16377,pyogranulomatous,352.84703368273614
5691,dismantling,352.73690031845376
11177,liraglutide,352.15939864076506
17583,sailing,351.82865350314694
19771,teleconsultation,351.63298661621656
12014,metaproteomics,351.24927374668164
20385,transit,350.9471063716485
1690,backfat,350.4406493151752
3492,ciprofloxacin,350.41039282128963
13779,offline,350.25312084948564
11890,melittin,349.68915195128073
18419,sliding,349.63004884369735
845,andragogical,349.2997831367306
12190,microplastic,349.17863375738136
1043,antimicrobicus,348.47684484348366
14983,photobioreactor,348.1598397177483
20926,unstable,348.046256981059
4981,dechlorinated,347.9490219457668
8292,gobi,347.61614546717635
9572,imputing,347.5999176086798
19001,stocks,347.4468931687442
2677,cadaveric,347.40192440048713
9031,house,347.3328530563252
20143,titer,347.32865012279024
9326,iatrogenic,347.2143172038269
1249,argyrophilic,347.153185503201
6172,eels,347.153185503201
15168,pilimanus,347.0593068767128
5843,doi,346.9421001596249
1064,antiquorum,346.9374540802088
18272,signs,346.92567525795454
20964,upregulates,346.73561374847446
244,adaptations,346.7283687601603
4665,cullet,346.3917567192607
21557,wheel,346.28782303800125
15655,postprandial,346.2086989627429
15515,polyphenol,346.01368963312535
21618,withdrawn,345.60909705807813
18617,spacetime,345.24694630261865
21847,zoonosis,345.15409747547164
17300,rhegmatogenous,345.09797910352427
5945,drift,344.90666812965327
7176,facing,344.1783568631581
9283,hypofractionation,343.91123226996183
9873,insb,343.55618119909525
14625,pelleted,343.5482925943357
10853,laurylglucosides,343.4796601495699
3903,comorbid,343.0337752840596
21208,verrucosisporus,342.36286877132125
11326,lowland,341.8754584009311
21023,uterocervical,341.77972588670576
539,albumen,341.7758088073648
14246,pads,341.7039872802229
14305,palsy,341.58051610794644
2520,bring,340.1961382884151
1515,attenuating,340.0026886676213
6623,envenomation,339.613169409268
18971,stilbenoid,339.343963124873
5274,descriptor,339.2037025507076
11070,lightning,339.12313437188396
13815,oligodeoxynucleotides,338.7754865492552
7358,festival,338.4964412789211
4746,cyanoacrylate,338.11400769687305
7847,functionalizing,338.0651059939846
1491,atrous,337.9210869766477
21116,varices,337.62901758755197
7131,extremes,337.0285003014802
8296,golden,336.8884833161351
19704,tariffs,336.8037916315412
21682,wto,336.8037916315412
16359,putative,336.6759486492211
1707,bacteriocin,335.9099527762453
5973,druggable,335.898794901089
11888,melissopalynological,335.6801611618727
14505,patchy,335.6666086434239
11388,lylei,335.65782892845925
6415,emphysematous,335.43783531113274
8446,grown,335.24209800882244
4646,cts,334.88929033414877
20245,tourniquet,334.70535154943497
14976,photoabsorption,334.5291487115511
6785,establishing,334.4100162270851
10077,intersections,334.4098286307508
7791,frog,334.10233732624584
20533,triclocarban,334.09865694548773
11737,matchings,333.3029262811593
13547,nonwoven,333.0768069612339
17131,resolve,333.0009666789626
16224,pseudorange,332.7337473659782
11358,luminaires,332.60379769909025
17857,sealer,332.5053854550755
12993,nanodiamond,332.1713693736164
14917,phenyl,330.6713907130938
21053,vacuolar,329.95695146652065
1131,appear,329.95695146652065
10098,intra,329.9545107583553
13964,oreochromis,329.23071575210525
5557,dimorphism,329.1214149854909
19495,swabs,328.9975586581938
2112,bioflocculant,328.7167902940441
18331,sindh,328.65676573973064
18050,serine,328.430105842275
3184,certification,328.3728456038909
4391,correcting,328.13200678703527
2980,casei,327.9467994180652
6275,electroencephalographic,327.2358976912558
6096,eastern,327.0067302359619
14045,oscillations,326.29228906906
11871,melancholia,326.23631903769336
18905,statuses,326.1253848973498
16616,rapidplan,326.02565818654216
10614,klebsiella,325.9336465240924
21059,vaginectomy,325.7284041106879
16426,qsebc,325.55145676984233
20649,tubes,325.1810169140606
9371,ifns,325.0622995119942
4694,curable,324.6842953892839
4680,culturing,324.61512120431627
279,adenotonsillar,324.42840259747345
2996,cast,324.04216222783487
6855,eucalyptus,323.9368231044096
10671,krusei,323.30468780493567
20684,turmerics,323.1145814325175
10613,klaus,323.03421583267647
15118,piano,323.03421583267647
448,agglutinin,322.69618809625274
9164,hydronephrosis,322.08548723427066
12749,multiepitope,322.06773772119067
15969,processable,321.9817235576884
12432,moca,321.94191836585543
20097,tied,321.6892200619066
9877,insecticide,321.4993890305757
18214,shoulder,321.0635070855712
4268,contrasting,321.0228492324939
6609,entrapment,320.92339199966113
9266,hypertrophic,320.83394575366594
10491,kappa,320.62976132074544
5864,donepezil,320.6157919918737
14434,parity,320.3217448836409
5635,discomfort,320.320732286151
18239,siamochlamys,320.07869496818904
17918,seen,319.924027223418
21271,vigna,318.9681555077888
7738,fracture,318.91635702204485
19518,switchgear,318.65316597203775
4511,crafting,318.57761242182636
19647,takotsubo,318.3130358704996
17408,roasting,317.97964737689017
1471,atoms,317.8426216985932
4017,computerized,317.45091942677095
511,airline,317.36860516507903
13161,necrotic,317.1043478958077
16244,psychodynamic,317.06489849836146
4463,counterpoise,317.00687024162136
11674,margins,317.00687024162136
11427,macro,316.7901640108293
2829,capillary,316.7341384713507
18109,sevens,316.6982156393487
12956,namtok,316.6556935809424
13832,omega,316.53448566333486
19752,technological,316.38045036925496
6002,ductility,316.3156512578947
2806,canning,316.23030265829703
11947,mesocolic,316.0978782787646
10747,laeviceps,316.03050959972234
2647,butterfly,315.9223636000949
16890,regions,315.3669434776011
10745,ladkrabang,315.3225271666193
6912,exacerbate,315.2841434085801
11229,loads,315.23723849313785
11823,medial,315.0354157651499
14672,peptidases,314.9579316537181
10315,isoprene,314.03230816517566
4517,craniomandibular,313.9210986522844
21515,website,313.58876956273446
13609,np,313.21815514063854
9968,interacting,312.02143377773984
5330,deteriorates,311.91038756878464
17092,rescued,311.83829147312485
9738,infill,311.01955220544806
5776,districts,310.91842926894543
5535,dilute,310.6255599543332
3378,chlorhexidine,310.58319178865924
3837,colposcopy,310.25360736643125
12172,microgrids,310.1476551468673
2359,bony,309.781575751662
5747,dissolvable,309.61887071779284
6472,encouraging,309.36433037572976
13623,nucifera,309.28485276756555
12995,nanodisks,309.2623281329765
3155,cephaleuros,308.7777342517938
11049,lidocaine,308.39996883898004
10731,lactis,308.2031564950466
10391,jejuni,307.9483404453048
5010,decomposing,307.91561541687975
7430,final,307.88733728861274
9282,hypofractionated,307.64191084402535
20803,uncoupling,307.52880759438693
17099,resembling,307.2068157920056
20778,umbrella,306.7755983574799
15574,populate,306.6212016575378
17001,removable,306.61212842391825
11618,manifold,306.6098790275381
9977,intercalated,306.3910169205252
8982,homozygous,306.3487281543868
4232,contexts,306.2215580841831
16807,redirects,306.20612593160456
8772,hepatopancreatic,306.099024475314
7834,fumarate,305.7866600681665
17605,saliency,305.6989840331331
7378,fibrinolysis,305.5433728868831
6767,escherichia,305.4660495188233
1689,backbones,305.410543086451
19791,telomere,305.37942176114154
6090,earthquakes,305.2567323931454
17786,schomburgkii,305.06983757611914
3834,coloured,304.55147383037536
4178,constituent,304.5171428726546
14942,phobias,304.36403480641985
5061,deficient,304.3350674762166
13716,occluder,303.9345992285702
1942,benzalkonium,303.7922296486942
20472,tray,303.7411869701737
3388,chlorogenic,303.5068593697389
12660,moulded,303.2373637550131
6506,endonuclease,303.23618096237607
11343,lubrication,303.23032967071845
3112,cellmediated,302.7272610726419
11144,lipidergic,302.6058531644108
13568,normothermia,302.54534401140785
17329,rhodotorula,302.357267400557
4104,conformational,302.3171938805594
6074,dystonic,301.97688600173916
1152,appositeness,301.7144535174052
6006,dulcis,301.3872879539716
8412,greenshell,301.17825459237866
