,word,predicted_citedby
68,acacetin,2.997627423448453
69,acacia,4.750578945832197
70,academic,3.6113466471260303
71,acanthaceae,9.008669451193207
72,acanthamoeba,10.409579082086255
73,acanthus,8.002523588170131
74,acaricidal,2.984596653822475
75,accelerate,1.3245125719877382
76,accelerated,5.910295323355638
77,accelerating,8.004392887331676
78,acceleration,5.7491735053213056
79,accelerator,0.005211411895597706
80,accelerators,5.4879156526215915
81,accelerometer,2.489929052647639
82,accentuated,0.015449653891227655
83,acceptability,2.5028254186432632
84,acceptable,1.8032348194948185
85,acceptance,5.637679532662199
86,acceptor,10.253585284633948
87,access,5.062430708399736
88,accessibility,2.9969907605980786
89,accessing,1.0104270582193386
90,accessions,26.496147570678446
91,accessory,2.252660599282246
92,accident,2.4020761551687357
93,accidental,0.5039786502932566
94,accidents,-0.0022282387661007874
95,acclimated,11.99597116033954
96,acclimation,4.998812479031098
97,acclimatization,2.9988504737841595
98,accommodation,10.000295015199715
99,accompanied,3.003894044114439
100,accordance,1.9961858269327628
101,according,1.0035144255973056
102,account,3.003463064946336
103,accountability,8.01181530722559
104,accountants,22.994799946292307
105,accounting,5.086046761457116
106,accounts,1.0301454885501897
107,accreditation,3.4987829677805147
108,accretion,1.017349234806435
109,accumulation,7.688435619151352
110,accumulations,22.992274075832583
111,accuracy,7.524106954722745
112,accurate,4.7452580409875
113,ace,28.99442413935914
114,acellular,13.69036478933827
115,acemannan,7.433948970624668
116,acentrella,2.9934267210893957
117,acetabular,0.9941202241597544
118,acetaldehyde,15.377792791224142
119,acetalization,1.9942206820554844
120,acetamide,0.003037969295252907
121,acetaminophen,-0.008906472437022472
122,acetate,5.798108993434222
123,aceti,-0.003432335784491869
124,acetic,4.352596584554937
125,acetification,-0.003432335784491869
126,acetoacetate,0.01703115756982143
127,acetobacter,2.3306059238190464
128,acetonide,3.4243096084713187
129,acetonitrile,0.014728655681228275
130,acetylation,9.507498225358862
131,acetylcholine,7.167353240113246
132,acetylcholinesterase,13.574616778360669
133,acetylene,28.000589625369265
134,acetylglutamine,0.008664297062615844
135,achalasia,8.999239099330094
136,achievable,28.000589625369265
137,achieve,5.000665261690701
138,achieved,6.9998110323875
139,achievement,0.6029968345906334
140,achievements,-0.01541392526624108
141,achieves,4.998669106556523
142,achieving,22.547337042008415
143,achillea,2.9920848364992487
144,achilles,12.672441109454455
145,achlorhydria,-0.009169758144134121
146,achlorophyllous,7.992437238959727
147,achterberg,1.6677841486767686
148,aciculifera,8.993025580639111
149,acid,7.659356038753596
150,acidaminococcus,7.999081787121899
151,acidemia,0.006379734796585268
152,acidic,8.222107526113897
153,acidification,7.793097173560253
154,acidilactici,4.7134262188850045
155,acidipaludis,0.003954517742347008
156,acidithiobacillus,7.990388733928523
157,acidity,2.495781898594899
158,acidomonas,0.008049394715609282
159,acidophilic,1.996139505467717
160,acidophilus,19.50768128259577
161,acidosis,2.984319461161011
162,acids,10.404176256811933
163,acidulation,-0.006885285806154329
164,aciduria,4.994784416527278
165,acidus,17.991694078121583
166,acinetobacter,9.466843452945719
167,acl,2.9978863923736583
168,acne,6.803836966274071
169,acnes,0.665637046181395
170,acopf,0.005172631842810915
171,acoustic,3.3405428768237364
172,acquired,2.500627666641776
173,acquisition,2.5600894884636864
174,acquisitions,2.50769569062375
175,acr,5.98034790947853
176,acraea,-0.008772842460912145
177,acremonium,1.9828367372418576
178,acridone,0.004863390067821882
179,acridones,8.99061250315832
180,acromial,1.9920816620596788
181,acromioclavicular,-0.005557825557193752
182,acronychia,-0.007712946410066479
183,acropora,2.8291000709388734
184,acrosome,0.33641194603170393
185,across,5.048943530419467
186,acrotrione,-0.007712946410066479
187,acrylamide,2.991055209562024
188,acrylate,4.0080932614147216
189,acrylates,1.0113700661301053
190,acrylic,9.504250374360568
191,acrylonitrile,5.330459864394224
192,act,2.665096792712795
193,acta,-0.003701877990174296
194,actin,4.998835819308466
195,acting,16.997491709523107
196,actinobacillus,1.323301215157637
197,actinobacteria,3.4444324042635963
198,actinobacterial,11.99566459589207
199,actinobacterium,0.10265886936691845
200,actinomadura,3.7410748706928265
201,actinomycete,4.357138933067842
202,actinomycetemcomitans,1.5029989527688414
203,actinomycetes,2.00115801966408
204,actinomycin,0.9897163886123685
205,actinoplanes,2.5089401614555786
206,actinopolyspora,-0.0050262702840271345
207,actinorhodin,0.008540958715713032
208,action,6.554826319693689
209,actionable,3.996923790297412
210,actions,9.502237062901681
211,activate,44.991749974739704
212,activated,11.279059199139038
213,activates,7.898419372651833
214,activating,8.30128145105085
215,activation,14.180458397987337
216,activator,8.907679416418866
217,activators,7.994836339168376
218,active,14.57048648399241
219,actively,1.0237685136644679
220,actividad,8.00355699519326
221,activin,1.9927159070753326
222,activism,5.251877035008324
223,activists,0.9968899967902587
224,activities,6.813983599559527
225,activity,10.267828081094176
226,actors,3.0236382327394544
227,acts,12.666724043855012
228,actual,3.293893173740711
229,actuated,3.990761465368056
230,actuation,2.0008374449109
231,actuator,12.251872414831023
232,actuators,4.8035896709212915
233,aculeolatus,1.012226393470133
234,acupoints,1.998185477562167
235,acupressure,1.998185477562167
236,acupuncture,1.3300896551099342
237,acuros,0.9895898554767371
238,acuta,12.008744474917219
239,acute,9.296887013050048
240,acutely,17.489336828987213
241,acyanotic,0.006533536374131899
242,acylated,-0.010676075749046277
243,adapalene,10.994313858977488
244,adapt,3.021464192625322
245,adaptability,28.661432924157165
246,adaptation,3.7268166752572567
247,adaptations,3.4998948920379185
248,adapted,19.988725688841676
249,adapter,3.981034974062954
250,adapting,4.6608282479796665
251,adaption,2.24524729405491
252,adaptive,3.8268308917102365
253,adc,1.5102555719656845
254,add,2.9837743019950587
255,added,10.89157721101714
256,addendum,-0.007538415679452015
257,adder,1.984447310534259
258,addiction,6.751025697349336
259,addictive,8.04622087428095
260,adding,5.665784672721309
261,addition,5.637084333053994
262,additional,7.844677547117155
263,additionally,0.9838468028506746
264,additions,5.67031435331413
265,additive,13.688284787676107
266,additively,2.248235884952667
267,additives,5.711801693388826
268,address,2.1655406742639625
269,addresses,0.9896858623098357
270,addressing,8.283097643497443
271,adductor,12.998316177561115
272,adducts,14.008345329357065
273,ade,-0.005120290131518601
274,adeb,17.033419206853697
275,adenine,14.012638038079745
276,adenocarcinoma,2.401693202382077
277,adenoma,3.441109379533456
278,adenomas,8.663872190667163
279,adenomatous,11.50441854793089
280,adenophorum,25.012631107015597
281,adenosine,3.4550850072738473
282,adenotonsillar,1.0083128648823738
283,adenotonsillectomy,2.5044222852172844
284,adenoviral,4.490691680157069
285,adenovirus,-0.009069233861925596
286,adenylate,8.00305316501544
287,adequacy,0.0012000411025416824
288,adeshini,-0.010287563165501723
289,adhd,-0.00968226277290185
290,adhere,1.002155776309369
291,adherence,4.912530281204303
292,adherens,44.504825364863684
293,adhesin,17.99594324033423
294,adhesion,9.787137941481264
295,adhesive,5.935806812425534
296,adhesively,1.5068625218537797
297,adhesives,4.224119563566819
298,adiabatic,4.004162744945317
299,adiantum,0.00900979022377868
300,adipate,13.985342334408664
301,adipocytes,5.667654674438626
302,adipogenesis,10.429357806232881
303,adipogenic,16.666149752930203
304,adipokine,1.9934198140261934
305,adipokines,0.9973755133216784
306,adiponectin,8.795496303427212
307,adipose,8.334061446055589
308,adiposity,0.004674681257839097
309,adjacent,9.995037224377333
310,adjective,3.00521585077205
311,adjectives,0.992731168237178
312,adjunct,4.006076778285081
313,adjunctive,3.9302961193768553
314,adjuncts,21.001562624084546
315,adjust,13.00220059612828
316,adjustable,5.9952462778429005
317,adjusted,0.49548939138614756
318,adjustment,11.001282509728847
319,adjustments,0.9941870098242376
320,adjuvant,2.9300902613937
321,adjuvanted,10.014272263073575
322,adk,7.997898035635817
323,adls,2.0066192868384753
324,admicelled,4.000432582867023
325,administered,8.663360187733359
326,administrated,8.997369704843397
327,administration,9.448954556985482
328,administrations,2.4933692358341837
329,administrative,0.000245643730938383
330,admiration,10.50216820738142
331,admission,40.008290517614114
332,admissions,0.0035783434162635075
333,admitted,1.6794695966245914
334,admixed,0.9927988018710359
335,admixture,5.661386114973144
336,admixtures,6.499188161492029
337,adnexal,0.9872052283428836
338,adolescence,9.0074913051546
339,adolescent,1.199538840993289
340,adolescentes,0.00502606655064497
341,adolescents,4.32865480262984
342,adolescentsevidencia,0.00502606655064497
343,adopt,10.832803825680386
344,adopters,-0.00885700706520609
345,adopting,2.997436540348679
346,adoption,5.0015239781559
347,adrenal,4.731824836104687
348,adrenalectomy,5.98973738242452
349,adrenocortical,0.667918587140632
350,adrenocorticotropic,7.019450970606647
351,adrenoleukodystrophy,0.506350222624059
352,ads,9.592562202263874
353,adsorbed,7.666924139667569
354,adsorbent,9.63607203132876
355,adsorbents,7.502075702412825
356,adsorption,12.373069995102446
357,adsorptions,6.996531482126169
358,adsorptive,22.49991271625272
359,adsorptivity,0.008600418076285976
360,adult,4.884844764532851
361,adulta,0.9852192172210046
362,adulterant,14.989766792193755
363,adulterated,39.01658286081011
364,adulteration,10.007925810723822
365,adultos,-0.009078265627902482
366,adults,3.7895954202858433
367,adulyadej,0.005588301712403876
368,advance,1.334689923754033
369,advanced,7.701501594487384
370,advancement,4.434394024381882
371,advancements,4.6708985987520535
372,advances,20.15575151734704
373,advancing,5.256711687200563
374,advantage,28.374559633191705
375,advantageous,1.0020009406064325
376,advantages,6.01156767014486
377,adversarial,1.9137056490025568
378,adverse,4.626527638725354
379,advertisement,0.002976641557356885
380,advertising,1.2463771004168462
381,advice,12.996648805276907
382,advocacy,1.3336703985670113
383,adzuki,3.668340228883157
384,aec,0.9886950411362072
385,aedes,10.261273135143519
386,aegistohadra,4.999483288889186
387,aegle,0.007142345113596349
388,aegus,4.001108632278013
389,aegypti,11.504083716445773
390,aenigmatoconcha,5.9987977632836476
391,aerated,4.00177144299032
392,aeration,1.3246680288549584
393,aerial,8.336278087921492
394,aerides,1.4988207075777336
395,aerobic,6.224600928420291
396,aerodramus,-0.007505401792784028
397,aerogel,15.859099625104667
398,aerogenes,9.514423121485258
399,aeromonas,13.132664410766433
400,aerosol,3.717027872590461
401,aerosolization,-0.03949748281539733
402,aerosols,-0.0034438068695585855
403,aeruginosa,46.05991902048087
404,aesthetic,1.7558963445502864
405,aesthetically,0.007224312529196197
406,aesthetics,-0.00445055657100113
407,afb,3.0223711138073703
408,affair,-0.002710295100392557
409,affect,3.2165116123889703
410,affected,3.0526049633084402
411,affecting,3.7240412645590624
412,affection,1.0162554748788715
413,affective,16.263870168964317
414,affects,3.393163111410221
415,affiliated,0.0020402949337583465
416,affine,7.663281354279576
417,affinities,6.008304246083021
418,affinity,4.750606412828716
419,affirmation,5.491072255957462
420,afford,0.0038320702215326463
421,affordable,3.2461816035146267
422,afforded,4.502356693606455
423,afgekia,6.98767903391022
424,aflatoxin,9.499902437755944
425,aflatoxins,7.991599740119664
426,aflp,-0.00717616094693696
427,afomp,0.0015106137323286362
428,afoxolaner,-0.005342514294195411
429,africa,2.994293835648777
430,african,8.825717588991157
431,afrotropical,4.667733265635406
432,after,5.69735998073226
433,ag,47.25003509946013
434,against,9.220275505490118
435,agalactiae,5.829212258897557
436,aganosma,2.990558181266884
437,agar,9.978134183010248
438,agarose,14.79711305604788
439,agarwood,4.0014014488098475
440,agathidinae,-0.0007765127238918978
441,age,7.448938825343652
442,aged,5.823494222127736
443,ageing,7.2580685989629
444,agency,2.7450317921990033
445,agenda,6.003425207692281
446,agenesis,3.498881882056549
447,agent,6.557325181032333
448,agentin,0.010387565472136373
449,agents,6.267980059499737
450,ages,6.197847550787178
451,agglomeration,3.6701390009626604
452,agglutinates,21.991347814266774
453,agglutinin,3.9976551392034203
454,aggravated,3.999899028264654
455,aggravates,7.009769953314414
456,aggravation,0.0075917993853984456
457,aggrecan,2.005285479625867
458,aggregate,16.191529110746885
459,aggregated,5.003122298304909
460,aggregates,5.666843133158626
461,aggregatibacter,1.5029989527688414
462,aggregating,4.008081148383803
463,aggregation,2.7534932081999806
464,aggregator,58.3339398714634
465,aggregators,1.9844829055423894
466,aggression,0.5192469408717706
467,aggressive,5.670164540562378
468,aggressiveness,3.7986893218210156
469,aggressivity,22.98783089347454
470,agile,2.3387896640818475
471,agility,10.757057906523176
472,aging,5.201062552346361
473,agitated,90.00605063863685
474,agitation,33.98905973256247
475,aglepristone,0.99851944429588
476,aglomerular,2.988224925072597
477,aglycone,2.997528620373757
478,aglycones,14.013979545750255
479,agn,5.659269298756191
480,agonist,1.7591468315676617
481,agrarian,0.010387565472136373
482,agreed,5.008992408466543
483,agreement,9.004952276070277
484,agreements,1.0101820886199597
485,agricultural,7.915513034975707
486,agriculturalwaste,52.00057399473263
487,agriculture,3.1241173452680284
488,agrin,3.9970763085009864
489,agritourism,-0.005811478246206647
490,agrochemical,3.987840770230072
491,agrochemicals,-0.009334734426381885
492,agroecological,2.3223462647230133
493,agroecologiesprincipios,4.013503903905809
494,agroecology,1.8256705143822372
495,agroecosystem,1.1296161096296942e-05
496,agroforestry,6.002783699638034
497,agronomic,0.022906731711575645
498,agronomical,2.000528958443983
499,aguas,0.9964942883903021
500,aguda,1.0016455224701701
501,agudos,6.99531506793755
502,ahead,7.007630388975775
503,ahom,-0.0032141052189960106
504,ahp,31.48665333589515
505,ahpnd,16.99840193119236
506,ai,1.001423262597567
507,aid,8.078410965975335
508,aidae,1.9996296442639112
509,aids,5.000021075090264
510,air,6.163226133170837
511,airasia,1.0076384600492112
512,airborne,15.340981913156057
513,aircraft,1.4001360739106108
514,airflow,3.9988573736108073
515,airlift,7.572806342944927
516,airline,4.57718500029978
517,airlines,1.0076384600492112
518,airport,0.9964754787075378
519,airports,3.5078262376694207
520,airs,0.0026651897844978123
521,airway,6.442979559232215
522,airways,12.998325887923915
523,aisas,1.015391435611381
524,aisc,1.0060410944541651
525,aisi,4.004515408622211
526,akaisphecia,2.99438192061557
527,akha,2.5071828463662253
528,aki,12.670165873639425
529,akkermansia,39.00325673825378
530,akt,7.636265053314757
531,al,3.1038891031265026
532,ala,5.002495873755866
533,alabama,-0.002466586506582047
534,alafenamide,7.251653662135764
535,alamillo,0.008342994163403006
536,alanine,5.986131266499834
537,alarm,-0.009314646042124508
538,alarmin,1.985984741815468
539,alba,10.077833474575282
540,albicans,20.38379546230808
541,albino,1.0168921956598247
542,albizia,-0.008130399046873293
543,albopictus,4.332469401819095
544,albumen,11.021409112023878
545,albumin,6.003876379443159
546,albunet,2.504846403708715
547,alcalase,5.993643347602674
548,alcohol,6.631618576629443
549,alcoholic,7.508605505025558
550,alcohols,27.402183531667617
551,alcoholysis,6.673264815801598
552,aldehyde,2.327445685093967
553,aldehydes,2.0007112659656254
554,aldimine,7.000620242027409
555,aldol,0.013754500601013575
556,aldolase,18.985586165293103
557,aldolases,4.989962907643761
558,aldose,13.993556671694302
559,aldosterone,4.558543528337912
560,aldosteronism,2.9913406275336847
561,aleiodes,4.0088288762600435
562,alert,1.0199378814392492
563,alexandrian,0.007879215544544849
564,alexandrium,27.012397005332442
565,alfa,0.9937259840405455
566,alga,2.9950574578255535
567,algae,26.9969052816072
568,algal,19.084412751530618
569,algebraic,4.505191771019047
570,algebras,1.9985406468351599
571,alginate,10.00232252207272
572,algorithm,11.20605958194493
573,algorithmic,2.7507219957702542
574,algorithms,5.3355919024851755
575,alibi,6.9956765558139615
576,aligned,14.008814500981728
577,aligner,3.011431931606129
578,aligning,0.997694823424089
579,alignment,19.19124703190277
580,alignments,1.9946709466856252
581,aliphatic,7.003386666100497
582,aliquat,10.33449863623037
583,alismatifolia,-0.011434416684657833
584,alitta,6.013852593122149
585,alizarin,-0.00369914459541576
586,alkali,7.09483714669764
587,alkaline,15.317146737770372
588,alkaliphilic,1.0009568158268571
589,alkalis,18.011634106078827
590,alkaloid,14.249277593412533
591,alkaloids,2.863684775084459
592,alkane,8.002078514676587
593,alkanes,35.007222862762106
594,alkanolamine,3.0052996809056616
595,alkasite,4.508000646527638
596,alkenes,13.748444898071906
597,alkyd,0.9939783582228259
598,alkyl,12.663692387006998
599,alkylamides,2.0130272729655196
600,alkylsulfones,11.009586356651178
601,alkylsulfonylation,11.009586356651178
602,alkynes,3.9946801163315175
603,all,4.0010046400511055
604,alleged,1.0064910088050052
605,allele,2.3273402802117786
606,alleles,5.992173635584837
607,allelopathic,-0.0029264175068703935
608,allenbatrachus,0.9930848941172137
609,allergen,12.623868257116033
610,allergens,8.571626767882096
611,allergic,11.142088813370993
612,allergy,1.752096436569413
613,alleviate,2.795907563852384
614,alleviates,6.663677137449736
615,alleviating,10.251063287461681
616,alleviation,5.4886741435625215
617,alliance,0.9939545390313604
618,allicin,11.005919187213626
619,allied,5.003951382488591
620,alligator,1.4933721811275635
621,alligatorids,1.4933721811275635
622,allium,1.0006602172692212
623,allobacillus,1.5048541937160183
624,allocating,-0.010458738838897474
625,allocation,1.4774914583552166
626,allodynia,0.5074728899025613
627,allogeneic,1.404168291401471
628,allogenic,0.017191647639830165
629,allograft,5.662613982893039
630,alloimmunization,2.0089978910125446
631,allometries,1.9890780536726247
632,allopurinol,-0.005690162716227576
633,allosteric,5.749057257371194
634,allotrope,0.5085586384322154
635,allowance,2.4962822661259407
636,allowed,0.002017405246892423
637,alloy,8.001156931704791
638,alloying,7.16595932045431
639,alloys,3.9664504314391826
640,alluropus,12.001349440681576
641,alluvial,26.989536440180704
642,alluvium,8.017344630725862
643,ally,16.99019546573866
644,allyl,-0.010314507973991027
645,alma,18.510870461493752
646,almond,8.00526499936647
647,almost,-0.0022479116239289
648,aln,25.328799067054955
649,aloe,7.252752246237884
650,aloha,2.017584113548569
651,alone,5.297042134719204
652,along,10.049359323623932
653,alongside,4.9927869877623525
654,alopecia,13.857282892512577
655,alpha,3.6944176308925067
656,alphacoronaviruses,7.980778225175297
657,alphalisa,3.0139641871573595
658,alphaproteobacterium,-0.003422261500780621
659,alphavirus,9.337728987434273
660,alpinia,6.994775804997768
661,alprazolam,0.006192248423023017
662,alsb,0.007940775727650617
663,also,12.01697623314195
664,alston,0.013871905646361427
665,alta,-0.020517202062777073
666,alteration,5.9621890316394905
667,alterations,4.088135424263073
668,altered,5.248424714643692
669,altering,1.502072182817237
670,alternan,9.99605232402088
671,alternansucrase,15.336740497564902
672,alternate,2.5104440367016796
673,alternated,5.026690153809103
674,alternately,-0.011038839059731131
675,alternating,6.002421317901414
676,alternative,4.370081599634723
677,alternatives,6.628395364431917
678,alters,5.328488754635688
679,altholactone,5.003737233636176
680,although,1.0066997473983577
681,altrenogest,2.502416635967867
682,altruism,0.0013917777552201471
683,alu,6.368478475775895
684,alum,0.0026638078756171524
685,alumina,6.776792435927235
686,aluminate,0.994328887526887
687,aluminide,1.0014293315364622
688,aluminium,0.3052187398944852
689,aluminization,2.009668136495481
690,aluminized,-0.0024052377084693433
691,aluminizing,1.2497139418234857
692,aluminophosphate,1.9942206820554844
693,aluminosilicate,1.0022764748200412
694,aluminum,6.519305502068542
695,alumni,9.011537645782411
696,alvarezii,31.99493610138472
697,alveolar,3.8261403285372455
698,always,-0.0018780040640073992
699,am,11.004866055688044
700,amabile,1.0118279252221924
701,amalgamating,0.014815787331594166
702,amansii,19.988725688841676
703,amarus,1.9977845905912008
704,amaryllidaceae,0.9834100995677364
705,amateur,1.9989864663172519
706,amaurosis,-0.011703293769116385
707,ambassis,0.5024513912003776
708,ambidexterity,10.001501717018495
709,ambient,6.780624777679021
710,ambiguous,2.0043080522898364
711,ambitwistor,2.0153516937302838
712,ambivalence,5.007075396083781
713,ambulation,22.978441067886312
714,ambulatory,2.247921988048435
715,ameliorate,4.9971548326803195
716,ameliorates,4.331624078797939
717,ameliorating,4.999932488427465
718,amelioration,8.990562438422316
719,ameliorative,19.001047709733573
720,ameloblastic,2.9830700665063397
721,ameloblastoma,6.504627619577481
722,ameloblastomas,5.497509475962851
723,amelogenesis,5.717177834124669
724,amended,9.999610227416628
725,amendment,9.226336930473508
726,amendments,5.010690101273074
727,america,7.997570205276622
728,american,14.596642492790561
729,americans,10.99825312512051
730,americanum,5.003196685615759
731,amid,4.0075392604277065
732,amidation,1.010243620658411
733,amide,5.995911612776155
734,amides,0.014250906471824365
735,amidoximated,17.007011925362825
736,amidoxime,10.002411532785809
737,amidst,4.600868702217573
738,amiloride,-0.01466232689593916
739,amination,24.001579197083554
740,amine,8.13474090859499
741,amines,11.503221336775864
742,amino,9.639858743785654
743,aminobisphenolate,7.9997217592253005
744,aminomethane,6.007726917633708
745,aminopeptidase,15.99150317373768
746,aminopropyltriethoxysilane,12.997022079421557
747,aminopyrene,1.0029599222143784
748,aminosilane,-0.012637542800801427
749,aminosilanes,14.00103906067767
750,aminotransaminase,1.0100507171119126
751,amiodarone,0.9923968958767553
752,amir,6.007775430168042
753,amitriptyline,9.00385813834413
754,ammonia,4.6805297406874935
755,ammonification,12.99433976518171
756,ammonium,6.766639482559966
757,amnestic,19.49860819590724
758,amniotic,2.1913313236076446
759,amo,31.504385372688823
760,amodal,0.003818015403460606
761,amomum,9.022208233201917
762,among,4.246690061877492
763,amongst,0.50180993245367
764,amorolfine,4.004695801927898
765,amorphous,6.164199556762324
766,amount,4.5049009798788395
767,amounts,2.9975604209370545
768,amoxicillin,2.4923086172268256
769,ampa,49.998546137219606
770,amperometric,44.2015742427146
771,amperometry,1.9814417080312055
772,amphawa,-0.005426466171183364
773,amphetamines,-0.0015643618984810814
774,amphibole,0.0010791120300996937
775,amphibolite,6.012581479444702
776,amphidromus,0.009071037648621605
777,amphiphilic,9.201376196246157
778,amphipithecine,5.004362008012212
779,amphipol,1.0182171373454558
780,amphoe,4.995174886523419
781,amphora,0.012163506519730305
782,amphoteric,4.511035497298863
783,amphotericin,7.981253585822314
784,ampicillin,2.997157058556027
785,ampk,3.801406703093144
786,amplicon,1.988567813080838
787,amplification,7.342748718219778
788,amplifications,1.9950667816589736
789,amplified,1.9887105948154122
790,amplifier,1.000597907054715
791,amplifiers,1.9968469187788047
792,amplitude,4.201862124308546
793,amplitudes,4.332462718137808
794,ampullary,9.997241285431844
795,amputation,0.6674212567398398
796,amycolatopsis,2.004397006697925
797,amygdala,5.49232342844778
798,amyloid,9.599179286083864
799,amyloidogenic,6.976924969068552
800,amyloidosis,0.7530848464731488
801,amyloliquefaciens,26.97914607983017
802,amylomaltase,5.24294966392595
803,amylomaltases,6.996843424210784
804,an,7.136817989430809
805,ana,3.0129428243435648
806,anabaena,4.016631548249562
807,anacardium,35.50151786083833
808,anadara,2.004733429026878
809,anaemia,4.603286914736909
810,anaemic,1.984893079892803
811,anaerobic,5.3799058713933245
812,anaesthesia,1.6628208307177665
813,anaesthetic,1.0019051593709758
814,anal,2.7124806622104676
815,analcime,4.000176781939265
816,analgesia,14.54225632133082
817,analgesic,4.42872984522108
818,analog,4.324811451711934
819,analogs,6.749291173326707
820,analogue,3.665439162407711
821,analogues,11.776008916907095
822,analogy,5.008826794828433
823,analyses,8.95024928609139
824,analysing,1.9929813484575085
825,analysis,7.267895607460774
826,analytic,4.752344214280604
827,analytical,14.099901107430776
828,analytically,3.01385095417918
829,analytics,2.7874780984162766
830,analyze,0.5113313341675969
831,analyzed,37.00134450434629
832,analyzer,4.326013639135395
833,analyzers,0.014122035031409297
834,analyzing,0.9435814320717368
835,anamorphic,0.0020670301638894273
836,anaphors,-0.01805508619480989
837,anaphylaxis,2.758835377920147
838,anaplasma,8.515204435856841
839,anaplasmosis,0.9892298169035492
840,anaplastic,10.996081272682508
841,anarchy,10.000450722108656
842,anastomosis,5.747930758675487
843,anastomotic,4.012529408716038
844,anatase,19.333984191930885
845,anatomic,1.168667420675624
846,anatomical,5.046421140955207
847,anatomy,2.781646596622948
848,anatrichosoma,-0.00462018278454579
849,anca,0.0017379331830049694
850,ancestress,-0.009283672116932706
851,ancestry,4.800895834462871
852,anchor,1.4966678195018126
853,anchored,23.6006959227386
854,anchoring,16.335961468499082
855,anchors,0.5039533066006241
856,ancient,5.500815434201588
857,ancylostoma,2.505483446254761
858,and,8.087076685008908
859,andalusite,0.9823281361005307
860,andaman,1.744482494507004
861,andart,0.0038628147507786537
862,anderson,20.001680085764963
863,andragogical,-0.017439500750164427
864,andreniformis,1.9832686820284984
865,androgen,7.49825523996721
866,androgenetic,19.198187790006088
867,androgenic,1.9991241962424757
868,androgens,14.977277850598231
869,andrographis,1.0031709715930486
870,andrographolide,5.741320209359959
871,android,2.288162797436645
872,androstane,0.02080065046505908
873,anemia,3.5496244598461857
874,anemic,11.012507253010119
875,anemonefish,0.00029124466055563403
876,anesthesia,4.700782922503244
877,anesthesiologist,0.9845010496899782
878,anesthesiologists,0.013526094860328186
879,anesthesiology,0.005305461325779248
880,anesthetic,1.8799032316704316
881,anesthetics,-0.003766260537272359
882,anesthetized,3.0032624398609555
883,anestrus,0.004438103935767046
884,aneurysm,5.984603629444859
885,aneurysms,0.010651681590577056
886,anfluorescence,11.988420045337866
887,ang,1.0207588065426627
888,angelman,-0.020975168010959777
889,anger,2.0020692381399057
890,angina,11.990634246580777
891,angiodysplasia,2.504846403708715
892,angioedema,5.9895327184045115
893,angiogenesis,6.500638949910058
894,angiogenic,14.005601617377081
895,angiographic,39.00067370034286
896,angiography,7.202102149773478
897,angiomatosis,2.007075215924754
898,angiopathy,8.97979853504484
899,angiotensin,4.417031640647974
900,angklung,0.496099950437761
901,angkor,0.9800365457229923
902,angkorian,-0.00277094537130651
903,angle,3.093293066363909
904,angled,-0.003516007159856116
905,angles,0.008179928466117778
906,angthong,-0.03219197581171329
907,angular,5.996142818299093
908,angulation,4.498325800740795
909,anguli,10.976944720581992
910,anguliceps,5.998864595847316
911,angustifolia,1.0016756300878242
912,angustopila,2.0126007444068286
913,anharmonicity,-0.004628434109390511
